PC.ID,UTM_E,UTM_N,Day_1,Day_2,Day_3,Day_4,Day_5,Obsv_Exp_1,Obsv_Exp_2,Obsv_Exp_3,Obsv_Exp_4,Obsv_Exp_5,tsunrise_1,tsunrise_2,tsunrise_3,tsunrise_4,tsunrise_5,Temp_1,Temp_2,Temp_3,Temp_4,Temp_5,Year,annual1200,annual2100,annual3600,bare1200,bare2100,bare3600,per1200,per2100,per3600,shrub1200,shrub2100,shrub3600,sage1200,sage2100,sage3600,tree1200,tree2100,tree3600,tri1200,tri2100,tri3600,tpi1200,tpi2100,tpi3600,Elevation,RoadsAll1200,RoadsAll2100,RoadsAll3600,RoadsPrimary1200,RoadsPrimary2100,RoadsPrimary3600,Ag1200,Ag2100,Ag3600,Dist_Landfill_km,D0.5k_DIST_LANDFILL,D1k_DIST_LANDFILL,D2k_DIST_LANDFILL,D5k_DIST_LANDFILL,D10K_DIST_LANDFILL,Dist_Ag,D0.5k_DIST_AG,D1k_DIST_AG,D2k_DIST_AG,D5k_DIST_AG,D10k_DIST_AG,Dist_Power_km,D0.5k_DIST_POWER,D1k_DIST_POWER,D2k_DIST_POWER,D5k_DIST_POWER,D10K_DIST_POWER,RIP_DIST,Riparian1200,Riparian2100,Riparian3600,BurnSev10y_1200,BurnSev10y_2100,BurnSev10y_3600,BurnProp10y_1200,BurnProp10y_2100,BurnProp10y_3600,BurnSev5y_1200,BurnSev5y_2100,BurnSev5y_3600,BurnProp5y_1200,BurnProp5y_2100,BurnProp5y_3600,BurnSev3y_1200,BurnSev3y_2100,BurnSev3y_3600,BurnProp3y_1200,BurnProp3y_2100,BurnProp3y_3600,BurnSev1y_1200,BurnSev1y_2100,BurnSev1y_3600,BurnProp1y_1200,BurnProp1y_2100,BurnProp1y_3600,DIST_FIRE_1y,DIST_FIRE_3y,DIST_FIRE_5y,D0.5k_DIST_FIRE_5y,D1k_DIST_FIRE_5y,D2k_DIST_FIRE_5y,D5k_DIST_FIRE_5y,D10k_DIST_FIRE_5y,DIST_FIRE_10y,D0.5k_DIST_FIRE_10y,D1k_DIST_FIRE_10y,D2k_DIST_FIRE_10y,D5k_DIST_FIRE_10y,D10k_DIST_FIRE_10y,D0.5k_DIST_FIRE_3y,D1k_DIST_FIRE_3y,D2k_DIST_FIRE_3y,D5k_DIST_FIRE_3y,D10k_DIST_FIRE_3y,D0.5k_DIST_FIRE_1y,D1k_DIST_FIRE_1y,D2k_DIST_FIRE_1y,D5k_DIST_FIRE_1y,D10k_DIST_FIRE_1y,RavenDensity,RTHADensity,SWHADensity,CORA.RTHA,Study_Area,SA_CAT,County
CL06,484571,4778067,127,NA,154,172,185,1,NA,1,1,2,466,NA,384,181,502,15.004,NA,15.861,18.065,13.589,2018,0.161952248,17.87952995,0.183534336,0.230242786,0.235205231,0.257115097,0.286975117,0.248176022,0.209571247,0.116796017,0.127332335,0.140882254,0.077516418,0.084311457,0.097920618,0,0,1.55E-06,0.760104835,1.244154692,2.114717722,-0.82376951,-1.123754621,-0.354783714,1390.900024,1.25908649,0.88750869,0.555329919,0.320841581,0.260408849,0.224818587,0,0,0,43.90493045,7.32E-39,8.56E-20,2.93E-10,0.000153627,0.012394617,0.439808636,0.414941691,0.644159678,0.802595588,0.915795926,0.95697227,11.64814182,7.63E-11,8.74E-06,0.002955549,0.097331912,0.311980628,0.307626716,0.174129352,0.141742021,0.073565505,0,0,0.10377004,0,0,0.050679933,0,0,0.10377004,0,0,0.050679933,0,0,0.096416704,0,0,0.042678442,0,0,0.094437629,0,0,0.041734479,2.518243514,2.519790792,2.480702291,0.007003085,0.083684434,0.28928262,0.608876113,0.780305141,2.480702291,0.007003085,0.083684434,0.28928262,0.608876113,0.780305141,0.006476458,0.080476441,0.283683699,0.60413466,0.777260999,0.00649653,0.080601057,0.283903253,0.604321642,0.777381272,1.763034701,0.264790088,0.139865696,0.466834114,Cow Lakes,Jordan Valley,Malheur
CL09,483837,4774762,134,NA,153,171,188,2,NA,1,1,1,280,NA,484,348,158,9.291,NA,11.71,14.328,21.686,2018,0.14706667,15.41494846,0.171158218,0.313611946,0.306481495,0.29408844,0.182376118,0.201367989,0.197449856,0.147506466,0.13136343,0.12605484,0.119146271,0.101258698,0.097528582,5.97E-06,2.60E-06,5.31E-06,2.098124981,1.856657863,1.79084754,1.806229711,0.301967084,0.802734733,1445.780029,0.741960645,0.854016423,0.719087124,0.208616599,0.291073829,0.277560174,0,0,0,47.20522559,9.96E-42,3.16E-21,5.62E-11,7.94E-05,0.008910521,1.933132976,0.020936401,0.144694164,0.380386861,0.679344718,0.824223706,11.59028634,8.57E-11,9.26E-06,0.003042295,0.09846469,0.313790839,0.515343496,0.039800994,0.082742468,0.059303481,0,0,0.036506359,0,0,0.018905472,0,0,0.036506359,0,0,0.018905472,0,0,0.035249516,0,0,0.016981844,0,0,0.034914654,0,0,0.016825538,2.674592399,2.684155185,2.661869157,0.004874497,0.0698176,0.264230202,0.587209378,0.766295881,2.661869157,0.004874497,0.0698176,0.264230202,0.587209378,0.766295881,0.004662002,0.068278853,0.261302225,0.584597889,0.764590014,0.004752023,0.068934921,0.262554605,0.585717036,0.765321525,1.917547703,0.239799902,0.073731609,0.459827751,Cow Lakes,Jordan Valley,Malheur
CL10,490911,4784235,133,NA,156,NA,187,1,NA,1,NA,1,175,NA,58,NA,400,7.516,NA,18.038,NA,24.592,2018,0.092869654,11.44077301,0.140512772,0.232244778,0.222525215,0.237101383,0.206001988,0.198701611,0.193253517,0.275337315,0.270806618,0.233035927,0.150067663,0.145060167,0.129493647,0.000248756,0.000167176,0.000181541,4.090060711,4.323149681,3.640326738,5.199180603,1.780305028,0.65364784,1692.780029,0,0.163599297,0.383781165,0,0,0.175881162,0,0,0,35.71484983,9.52E-32,3.08E-16,1.76E-08,0.000790401,0.028114074,1.002321984,0.134708248,0.367026222,0.605826891,0.818350625,0.904627341,5.208531759,2.99E-05,0.005469699,0.073957411,0.352852078,0.594013534,0.249208481,0.048756219,0.033435244,0.024543947,0.954029858,1.378520727,1.328734159,0.415323377,0.554868937,0.565041482,0,0,0.023084577,0,0,0.013488115,0,0,0.018201593,0,0,0.009100797,0,0,0,0,0,0,9.818869006,3.162275559,3.098155407,0.002036931,0.045132377,0.21244382,0.538142932,0.73358226,0,1,1,1,1,1,0.00179177,0.042329309,0.205740877,0.531285832,0.728893567,2.96E-09,5.44E-05,0.007376659,0.140327851,0.374603592,0.991272509,0.448688686,0.095546991,0.44477276,Cow Lakes,Jordan Valley,Malheur
CL11,478870,4777744,124,145,157,174,183,1,1,1,1,2,338,522,530,417,315,12.123,17.473,16.746,19.625,19.372,2018,0.187627869,19.19235039,0.180656929,0.324597015,0.33522995,0.337108917,0.169319401,0.160945168,0.164432278,0.086545277,0.083155537,0.097251081,0.067600002,0.065588369,0.075509119,0,1.30E-06,5.75E-06,2.097538948,1.796716809,1.760297775,0.82227838,-0.313516825,0.168575615,1450.920044,1.002122164,0.729985774,0.507147431,0.448834032,0.416070968,0.325077891,0,0,0,46.95040566,1.66E-41,4.07E-21,6.38E-11,8.35E-05,0.009140497,4.555178558,0.000110515,0.010512623,0.102531083,0.402107541,0.6341195,17.0578454,1.53E-15,3.91E-08,0.000197668,0.032989397,0.181629834,0.234745089,0.022885572,0.019579783,0.014770592,0.127164185,0.385741234,0.299635172,0.06706468,0.185064718,0.146489769,0.127164185,0.385741234,0.299635172,0.06706468,0.185064718,0.146489769,0.117706239,0.380267829,0.289619565,0.056941651,0.177628994,0.133857027,0.125805154,0.385438561,0.289854735,0.06058776,0.180344015,0.133960441,0.87085502,0.872456203,0.833876943,0.188670365,0.434362021,0.65906147,0.846389699,0.919994401,0.833876943,0.188670365,0.434362021,0.65906147,0.846389699,0.919994401,0.174660287,0.417923782,0.646470248,0.839884211,0.916451969,0.17522051,0.41859349,0.646988014,0.840153216,0.916598721,1.913151264,0.407399058,0.132238016,0.779416023,Cow Lakes,Jordan Valley,Malheur
CL13,475394,4781152,133,NA,158,174,190,1,NA,1,1,1,658,NA,532,340,94,8.929,NA,19.439,19.814,24.223,2018,0.216829853,21.12736702,0.206306915,0.350105476,0.343740311,0.337310562,0.144857712,0.147137842,0.149598455,0.072921395,0.081777792,0.089832172,0.05527761,0.061977491,0.066345162,0,0,1.77E-06,1.882200122,1.950628161,2.058399916,0.179689899,-0.465539664,-0.254454046,1510.699951,0,0.058456264,0.303110719,0,0,0.16959931,0,0,0,46.14666804,8.27E-41,9.09E-21,9.54E-11,9.81E-05,0.009905483,5.322865035,2.38E-05,0.004878756,0.069848091,0.344875083,0.58726066,20.92123674,6.73E-19,8.20E-10,2.86E-05,0.015233667,0.123424743,0.077748656,0.014527363,0.015351591,0.015367607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.286749919,5.284203217,5.272512488,2.63E-05,0.005130704,0.071628929,0.348365697,0.590225124,5.272512488,2.63E-05,0.005130704,0.071628929,0.348365697,0.590225124,2.57E-05,0.005071071,0.071211454,0.347552119,0.589535511,2.56E-05,0.005058173,0.071120834,0.347375141,0.589385393,0.84826535,0.351522267,0.185511082,0.298184159,Cow Lakes,Jordan Valley,Malheur
CL14,486276,4763649,131,NA,152,170,189,1,NA,1,1,1,136,NA,591,517,241,10.058,NA,11.444,12.311,22.898,2018,0.153120394,20.21375084,0.256042461,0.261028862,0.275399723,0.269397449,0.216658707,0.188375721,0.162216911,0.15639801,0.116172514,0.086021223,0.116593037,0.089491968,0.066032724,1.99E-06,6.50E-07,4.43E-07,1.538784027,1.516417742,1.876306415,0.594710588,0.286279917,0.429374307,1434.930054,0.371134311,0.72449559,0.940820456,0,0,0.091521852,0,0,2.21E-05,56.67492294,5.93E-50,2.43E-25,4.93E-13,1.19E-05,0.003456522,3.416018921,0.001078658,0.032842925,0.181226172,0.504996498,0.710631056,8.059409478,9.99E-08,0.000316113,0.017779579,0.1995118,0.446667438,0.120894285,0.007164179,0.009432121,0.013090105,0,0.481298387,1.043781042,0,0.228192285,0.457821995,0,0.481298387,1.043781042,0,0.228192285,0.457821995,0,0,0,0,0,0,0,0,0,0,0,0,13.5926369,13.58760041,1.260639201,0.080356813,0.283472772,0.532421612,0.777145381,0.881558496,1.260639201,0.080356813,0.283472772,0.532421612,0.777145381,0.881558496,1.58E-12,1.26E-06,0.001120702,0.066038321,0.256979223,1.56E-12,1.25E-06,0.001117883,0.065971834,0.256849828,2.098669767,0.797430277,0.172291145,1.673542814,Cow Lakes,Jordan Valley,Malheur
CL15,476838,4768631,129,NA,156,170,189,1,NA,1,1,1,252,NA,740,136,432,17.233,NA,17.773,12.647,22.932,2018,0.19009552,14.06765079,0.112327471,0.323964195,0.296643467,0.279165058,0.170543289,0.171775188,0.165414696,0.098374128,0.112302084,0.110894413,0.083498507,0.090064402,0.088610945,0,4.98E-05,0.000217782,1.473787069,1.51102066,1.506156683,0.16574809,-0.423846334,-0.157532349,1367.719971,0.710012496,0.878060639,0.899159789,0.382885396,0.42076382,0.350038826,0,0.002146621,0.006346047,55.84249498,3.13E-49,5.60E-25,7.48E-13,1.41E-05,0.003756568,1.595389258,0.04113983,0.20282956,0.450366029,0.726818963,0.852536781,17.41376635,7.49E-16,2.74E-08,0.000165443,0.030722707,0.175278939,0.834295353,0.00278607,0.025434203,0.07495854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.122651243,8.131637182,5.391569578,2.07E-05,0.004554819,0.067489396,0.340168595,0.583239741,5.391569578,2.07E-05,0.004554819,0.067489396,0.340168595,0.583239741,8.65E-08,0.000294086,0.017148946,0.196650461,0.443452885,8.81E-08,0.000296741,0.017226169,0.197004196,0.443851548,2.346460819,0.189281195,0.042034507,0.444140908,Cow Lakes,Jordan Valley,Malheur
CL16,479965,4767148,129,NA,152,170,189,1,NA,1,1,1,469,NA,758,351,124,16.985,NA,11.356,12.064,22.828,2018,0.092889557,8.931893349,0.111606855,0.336644783,0.327373314,0.316106796,0.21644577,0.205637798,0.20006855,0.144216919,0.149844532,0.144083357,0.117892542,0.119698172,0.115494089,1.59E-05,0.00019974,0.000147355,1.396116853,1.92693305,2.010622025,-0.757668078,-0.017306827,0.325380474,1410.619995,1.110687017,0.621575415,0.684755147,0,0,0.089667566,0,0,0,55.74272417,3.82E-49,6.18E-25,7.86E-13,1.44E-05,0.003794235,3.849672721,0.000453124,0.021286702,0.14589963,0.463043376,0.680472906,14.27519841,3.99E-13,6.31E-07,0.000794658,0.057553537,0.239903183,0.078592024,0.010945274,0.01606713,0.016451078,0,0,0.044621337,0,0,0.022531785,0,0,0.044621337,0,0,0.022531785,0,0,0,0,0,0,0,0,0,0,0,0,8.837049365,8.846204581,3.161451237,0.001794727,0.042364216,0.205825693,0.53137343,0.728953654,3.161451237,0.001794727,0.042364216,0.205825693,0.53137343,0.728953654,2.07E-08,0.000143927,0.011996956,0.170462335,0.412870845,2.11E-08,0.000145251,0.012052,0.170774745,0.413249011,1.842423558,0.269272327,0.113439023,0.496113679,Cow Lakes,Jordan Valley,Malheur
CL17,482205,4770492,124,NA,153,166,185,1,NA,1,3,2,159,NA,327,431,382,11.627,NA,11.816,16.244,13.85,2018,0.186031838,16.46783257,0.164186401,0.262214928,0.281389446,0.282457714,0.166955223,0.177536583,0.184209614,0.141498509,0.14042347,0.136786289,0.108885574,0.111764135,0.105797234,7.96E-06,2.86E-05,8.63E-05,2.99581933,2.640117168,2.166989565,-1.368677139,-0.197443679,-0.081774496,1390.439941,1.102856159,0.982657135,0.832624495,0.930199087,0.576107919,0.351261616,0,0,0.000464345,51.76621172,1.09E-45,3.30E-23,5.74E-12,3.19E-05,0.005647055,2.778251145,0.003862262,0.062147099,0.249293198,0.573699104,0.757429273,12.18981433,2.58E-11,5.08E-06,0.002254319,0.087338591,0.295531032,0.17186246,0.057313431,0.034801275,0.036639027,0.692537308,0.478631377,0.401238263,0.332935333,0.232940868,0.194494203,0.692537308,0.478631377,0.401238263,0.332935333,0.232940868,0.194494203,0,0,0,0,0,0,0,0,0,0,0,0,5.752349808,5.7444344,0,1,1,1,1,1,0,1,1,1,1,1,1.02E-05,0.003200544,0.056573353,0.31698942,0.563018135,1.01E-05,0.003175311,0.056349895,0.316487997,0.56257266,2.152760983,0.514359891,0.134149089,1.107293905,Cow Lakes,Jordan Valley,Malheur
CL18,476168,4787310,124,NA,157,174,185,1,NA,1,1,2,95,NA,372,207,217,13.51,NA,17.519,20.223,13.457,2018,0.130338306,15.87425995,0.173812714,0.257008953,0.270833283,0.275996246,0.173329353,0.159735251,0.145478611,0.231341286,0.195000324,0.168320179,0.15975522,0.127600336,0.106097517,0.000179104,0.007126781,0.025400331,7.963494778,8.269278526,7.836332798,3.39837122,-0.055455923,1.4126122,1664.369995,0.113819405,0.2490246,0.267743647,0.113255851,0.249355093,0.211450651,0,0,0,40.93508807,2.78E-36,1.67E-18,1.29E-09,0.000278242,0.016680602,4.695834346,8.34E-05,0.009133244,0.095568007,0.390953415,0.625262677,19.84422371,5.80E-18,2.41E-09,4.91E-05,0.018895249,0.137459992,0.18360367,0.010945274,0.011773889,0.010834715,0,0.151564434,0.327562183,0,0.086515322,0.16274184,0,0.151564434,0.327562183,0,0.086515322,0.16274184,0,0.133190975,0.308592945,0,0.065260909,0.13721329,0,0,0,0,0,0,8.924666497,1.36868324,1.371492317,0.064377915,0.253728034,0.503714239,0.760105178,0.87184011,1.371492317,0.064377915,0.253728034,0.503714239,0.760105178,0.87184011,0.064740618,0.254441778,0.504422222,0.760532337,0.872085051,1.77E-08,0.000133066,0.011535417,0.167808254,0.409644057,0.52702111,0.286242366,0.039270934,0.150855769,Cow Lakes,Jordan Valley,Malheur
CL19,479531,4757028,129,NA,152,170,190,1,NA,1,1,1,136,NA,445,645,325,17.422,NA,11.617,12.633,23.959,2018,0.219558201,18.78358078,0.16193367,0.269781094,0.269261684,0.278179321,0.15726965,0.159782085,0.15898242,0.112465668,0.106081438,0.099962854,0.08980298,0.084822092,0.081229849,0,3.94E-06,9.99E-05,0.824033856,0.826387167,0.810622931,0.355764955,0.09787517,0.051718879,1334.640015,0.835428476,0.677391469,0.895275235,0.443548888,0.315237433,0.357323468,0,0,0.004112769,65.19929512,2.34E-57,4.83E-29,6.95E-15,2.17E-06,0.001473773,2.393468866,0.008337951,0.091312383,0.302179389,0.619592191,0.787141786,15.78967712,1.93E-14,1.39E-07,0.000372662,0.042513423,0.206187834,0.382040253,0.004378109,0.007090353,0.020851299,0,0,0.052271973,0,0,0.022598121,0,0,0.052271973,0,0,0.022598121,0,0,0,0,0,0,0,0,0,0,0,0,18.96613201,18.97533626,2.222070407,0.011747195,0.108384476,0.329217977,0.641199857,0.800749559,2.222070407,0.011747195,0.108384476,0.329217977,0.641199857,0.800749559,3.30E-17,5.74E-09,7.58E-05,0.022481394,0.149937967,3.36E-17,5.80E-09,7.61E-05,0.022522817,0.150076037,2.404627085,0.292162806,0.114027321,0.702542597,Cow Lakes,Jordan Valley,Malheur
CL20,488046,4779811,130,NA,154,172,189,1,NA,1,1,3,393,NA,291,268,705,14.091,NA,16.074,17.988,22.936,2018,0.08990448,11.28406906,0.149454508,0.267112446,0.258817406,0.241223431,0.1896418,0.187126122,0.194902592,0.250831833,0.240901585,0.216455498,0.167512436,0.155851164,0.130657825,2.19E-05,1.50E-05,5.97E-06,3.772901297,3.724710703,3.378767252,0.005037386,2.281088829,0.68754679,1624.949951,0,0,0.205345094,0,0,0.150636062,0,0,0,40.88712641,3.06E-36,1.75E-18,1.32E-09,0.000280924,0.016760797,3.242514944,0.001526115,0.039065524,0.197650003,0.52282787,0.723068372,8.708517099,2.73E-08,0.000165173,0.012851965,0.17522167,0.418594876,0.147104019,0.018507462,0.015611787,0.031265892,0,0.089312434,0.444997221,0,0.041176088,0.189740181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.727943715,5.724919008,5.685389933,1.15E-05,0.003395209,0.058268423,0.320754904,0.566352279,1.527512255,0.047121566,0.217075023,0.465913107,0.736753099,0.858343229,1.07E-05,0.003263618,0.057128081,0.318229073,0.56411796,1.06E-05,0.003253761,0.057041748,0.318036621,0.563947356,0.779845953,0.393049419,0.129294425,0.306517999,Cow Lakes,Jordan Valley,Malheur
CL21,469324,4781110,124,NA,157,174,188,1,NA,1,1,1,533,NA,765,263,78,12.937,NA,17.179,20.176,22.875,2018,0.204105473,19.91777802,0.179405632,0.309661694,0.31380928,0.344546585,0.152453728,0.156664286,0.159542065,0.065920396,0.070100174,0.077444777,0.060796018,0.060949068,0.064461694,0,0,0,0.496272743,0.682752311,0.76479882,-0.660640478,0.232002512,-0.135270983,1405.469971,0.539413273,0.567797959,0.473479986,0,0.320854992,0.371680588,0,0,0,50.1353399,2.84E-44,1.68E-22,1.30E-11,4.42E-05,0.00664737,2.444892647,0.007523038,0.086735446,0.294508821,0.613252494,0.783104395,26.9631235,3.80E-24,1.95E-12,1.40E-06,0.004550015,0.067453801,0.198412574,0.009154228,0.020425422,0.015478165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.88162856,9.945733097,9.898398865,2.53E-09,5.03E-05,0.007089082,0.138113458,0.37163619,9.723262997,3.58E-09,5.99E-05,0.007737849,0.143036906,0.378202202,2.30E-09,4.79E-05,0.006923274,0.136812128,0.369881236,3.53E-10,1.88E-05,0.004335951,0.113457642,0.33683474,1.472528458,0.261934429,0.180037767,0.385705901,Cow Lakes,Jordan Valley,Malheur
CL22,489418,4777240,123,NA,154,172,189,1,NA,1,1,3,661,NA,149,398,818,7.877,NA,15.804,17.642,22.803,2018,0.16677412,15.48611164,0.161467781,0.244881592,0.255479088,0.257479267,0.179337311,0.18363039,0.184225769,0.192358208,0.190954914,0.179264336,0.151468658,0.144726467,0.121478825,0,0,5.59E-06,3.701812506,3.065619707,2.827041388,-0.667903841,0.513275325,0.266302526,1508.140015,0.138245121,0.18780008,0.294304162,0,0,0.125413448,0,0,0.000221117,42.79389961,6.76E-38,2.60E-19,5.10E-10,0.000191853,0.013851109,2.498841802,0.006753573,0.082180124,0.28667076,0.606671173,0.778890989,6.746575243,1.38E-06,0.001174896,0.034276763,0.259417888,0.509330824,0.159713441,0.020298507,0.023157485,0.020055279,0,0,0.007739082,0,0,0.004156993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.355677829,6.336177634,5.967161311,6.56E-06,0.002561502,0.050611287,0.303178887,0.550616824,3.386633765,0.001143951,0.033822339,0.183908508,0.507973117,0.712722328,3.14E-06,0.001771059,0.042083951,0.281609047,0.530668491,4.08E-07,0.000638954,0.025277543,0.229664538,0.479233281,1.222423792,0.500801504,0.126442164,0.612191674,Cow Lakes,Jordan Valley,Malheur
CL23,494200,4776060,130,NA,155,NA,185,1,NA,1,NA,2,203,NA,105,NA,665,13.637,NA,20.033,NA,13.646,2018,0.213647766,20.22370338,0.187156887,0.215450745,0.221927414,0.230305138,0.163671646,0.172933064,0.163145161,0.189888554,0.176744289,0.147508459,0.13359602,0.123711052,0.104270649,1.39E-05,8.52E-06,1.09E-05,2.974652529,2.672387123,2.469502926,0.982493281,-0.072320879,0.070321321,1432.390015,1.324219108,0.837231934,0.874539435,0,0.111088023,0.31216383,0,0,0,42.58828523,1.02E-37,3.19E-19,5.65E-10,0.000199907,0.014138856,2.21793231,0.01184482,0.108833911,0.32989985,0.641730746,0.801080986,1.821139574,0.026192579,0.161841216,0.402294936,0.694732837,0.833506351,0.03690598,0.009950249,0.015676836,0.04384743,0,0.003902947,0.163117751,0,0.00364275,0.082918741,0,0.003902947,0.163117751,0,0.00364275,0.082918741,0,0.000522227,0.151845858,0,0.000261114,0.069545493,0,0,0,0,0,0,12.27964416,2.048201184,1.978713256,0.019112236,0.138247011,0.37181583,0.673179916,0.820475421,1.978713256,0.019112236,0.138247011,0.37181583,0.673179916,0.820475421,0.016632405,0.128966682,0.359119315,0.66388905,0.81479387,2.16E-11,4.65E-06,0.002155307,0.08578348,0.29288817,1.900577068,0.978537261,0.168724731,1.859785478,Cow Lakes,Jordan Valley,Malheur
CR01,419055,4844448,129,NA,164,174,NA,1,NA,2,2,NA,139,NA,177,159,NA,17.618,NA,14.321,19.998,NA,2018,0.137775126,12.34690666,0.12141758,0.279655724,0.299378128,0.299428864,0.208758202,0.211621018,0.208182869,0.171797009,0.175590324,0.171329804,0.12686965,0.125635853,0.124119406,0.000628856,0.000303779,0.00057243,5.56769228,6.754089355,6.598359108,-4.923498154,0.2748878,0.109698229,1180.579956,0.325528204,0.337734729,0.337821543,0,0,0.13551718,0,0,0,29.97100028,9.28E-27,9.63E-14,3.10E-07,0.002493171,0.049931659,1.144693444,0.101328569,0.318321486,0.564199864,0.795377298,0.891839278,3.371663528,0.001178719,0.034332477,0.18529025,0.509496291,0.713790089,0.423676682,0.013731344,0.012554479,0.018419016,0,0,0.037678275,0,0,0.018706467,0,0,0.023150912,0,0,0.01222775,0,0,0,0,0,0,0,0,0,0,0,0,34.64328052,9.625730873,2.948650488,0.002746849,0.052410387,0.228933149,0.554476919,0.74463207,2.791088332,0.003764363,0.061354404,0.247698211,0.572228057,0.756457571,4.36E-09,6.60E-05,0.008124546,0.145854435,0.381908936,8.11E-31,9.01E-16,3.00E-08,0.000979316,0.031294026,0.777392328,0.43717593,0.054404985,0.339857214,Crowley,Bully,Malheur
CR03,419929,4835775,129,143,164,174,188,1,1,2,2,1,333,551,382,606,152,17.94,16.759,14.765,18.597,18.897,2018,0.13670846,12.77857304,0.130928907,0.272614918,0.301814861,0.317227192,0.181623879,0.182330055,0.182013264,0.208035812,0.188786831,0.170202541,0.168003979,0.153875628,0.137625866,1.99E-06,3.25E-06,8.85E-06,3.598031521,2.899620533,3.061029196,-3.84919095,0.138403073,0.566521823,1371.540039,1.011689067,0.905355155,0.848501682,0.865721881,0.491857618,0.307850957,0,0,0,33.56378597,7.03E-30,2.65E-15,5.15E-08,0.001215309,0.034861277,6.217760062,3.97E-06,0.001993706,0.044650935,0.288358145,0.536989893,10.64448967,5.68E-10,2.38E-05,0.004881783,0.118968333,0.344917864,0.032415334,0.016119404,0.011643791,0.010591487,0.034825869,0.148442075,0.271111101,0.025074627,0.083978407,0.153521284,0.034825869,0.148442075,0.271111101,0.025074627,0.083978407,0.153521284,0.019846091,0.135205105,0.243175954,0.009923046,0.067370236,0.119282551,0,0,0,0,0,0,28.5772424,0.911197444,0.841171089,0.185937966,0.431205248,0.656662202,0.845155861,0.919323589,0.841171089,0.185937966,0.431205248,0.656662202,0.845155861,0.919323589,0.161638182,0.402042512,0.634068224,0.833401726,0.912908389,1.51E-25,3.88E-13,6.23E-07,0.003294673,0.057399239,1.513153315,0.473018497,0.160004765,0.715749507,Crowley,Bully,Malheur
CR04,418476,4826681,NA,144,157,173,188,NA,2,1,1,1,NA,255,612,495,409,NA,15.586,14.332,16.61,17.978,2018,0.110636816,11.48240376,0.126937313,0.330157204,0.321421318,0.319142513,0.179383087,0.185607243,0.181639576,0.184246769,0.18319521,0.174892864,0.151731348,0.150972481,0.143107128,4.98E-05,5.01E-05,3.34E-05,0.917039216,1.059780121,1.53141427,-1.004584789,0.09603148,0.62381357,1440.300049,1.464819193,1.040704131,0.795406163,0.366385996,0.286763996,0.268755138,0,0,0,37.2409788,4.50E-33,6.71E-17,8.19E-09,0.000582492,0.024134863,4.403038901,0.00014982,0.012240087,0.110634926,0.414530891,0.643840735,2.591420832,0.005612036,0.074913525,0.273703352,0.595541522,0.771713368,0.728089925,0.000597015,0.0072855,0.026113875,0,0,0.136495307,0,0,0.074074075,0,0,0.136495307,0,0,0.074074075,0,0,0.123722181,0,0,0.061805166,0,0,0,0,0,0,26.16920121,2.12785866,2.123392951,0.014310154,0.119625057,0.345868555,0.653979947,0.808690266,2.123392951,0.014310154,0.119625057,0.345868555,0.653979947,0.808690266,0.014182913,0.119092038,0.345097142,0.653396111,0.808329209,1.86E-23,4.31E-12,2.08E-06,0.005333006,0.073027432,2.003324986,0.396020412,0.054374661,0.793357586,Crowley,Bully,Malheur
CR06,454029,4832169,127,NA,158,170,NA,2,NA,2,2,NA,353,NA,280,519,NA,13.969,NA,18.441,12.289,NA,2018,0.114053736,12.39946651,0.135487452,0.273018913,0.263529568,0.264142838,0.184055729,0.187667332,0.194271317,0.241130352,0.226028748,0.20030426,0.18644577,0.179990902,0.160349369,0,6.50E-07,8.84E-07,3.430657148,3.910647392,3.794101954,7.153531075,2.281179428,1.470230341,1632.890015,0,0.310638785,0.393924624,0,0,0,0,0,0,44.52993696,2.10E-39,4.58E-20,2.14E-10,0.000135575,0.011643657,6.020266819,5.90E-06,0.002429021,0.049285103,0.299975833,0.547700496,5.055366949,4.06E-05,0.006375027,0.079843766,0.36382824,0.603181764,0.53682369,0.004975124,0.006635009,0.006346047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.16840969,13.16191834,13.14920715,3.79E-12,1.95E-06,0.001395359,0.072089893,0.26849561,13.14920715,3.79E-12,1.95E-06,0.001395359,0.072089893,0.26849561,3.70E-12,1.92E-06,0.001386519,0.071906856,0.268154537,3.65E-12,1.91E-06,0.001382026,0.071813562,0.267980525,0.710868299,0.184550211,0.0590716,0.131190895,Crowley,Bully,Malheur
