PC.ID,UTM_E,UTM_N,Day_1,Day_2,Day_3,Day_4,Day_5,Obsv_Exp_1,Obsv_Exp_2,Obsv_Exp_3,Obsv_Exp_4,Obsv_Exp_5,tsunrise_1,tsunrise_2,tsunrise_3,tsunrise_4,tsunrise_5,Temp_1,Temp_2,Temp_3,Temp_4,Temp_5,Year,annual1200,annual2100,annual3600,bare1200,bare2100,bare3600,per1200,per2100,per3600,shrub1200,shrub2100,shrub3600,sage1200,sage2100,sage3600,tree1200,tree2100,tree3600,tri1200,tri2100,tri3600,tpi1200,tpi2100,tpi3600,Elevation,RoadsAll1200,RoadsAll2100,RoadsAll3600,RoadsPrimary1200,RoadsPrimary2100,RoadsPrimary3600,Ag1200,Ag2100,Ag3600,Dist_Landfill_km,D0.5k_DIST_LANDFILL,D1k_DIST_LANDFILL,D2k_DIST_LANDFILL,D5k_DIST_LANDFILL,D10K_DIST_LANDFILL,Dist_Ag,D0.5k_DIST_AG,D1k_DIST_AG,D2k_DIST_AG,D5k_DIST_AG,D10k_DIST_AG,Dist_Power_km,D0.5k_DIST_POWER,D1k_DIST_POWER,D2k_DIST_POWER,D5k_DIST_POWER,D10K_DIST_POWER,RIP_DIST,Riparian1200,Riparian2100,Riparian3600,BurnSev10y_1200,BurnSev10y_2100,BurnSev10y_3600,BurnProp10y_1200,BurnProp10y_2100,BurnProp10y_3600,BurnSev5y_1200,BurnSev5y_2100,BurnSev5y_3600,BurnProp5y_1200,BurnProp5y_2100,BurnProp5y_3600,BurnSev3y_1200,BurnSev3y_2100,BurnSev3y_3600,BurnProp3y_1200,BurnProp3y_2100,BurnProp3y_3600,BurnSev1y_1200,BurnSev1y_2100,BurnSev1y_3600,BurnProp1y_1200,BurnProp1y_2100,BurnProp1y_3600,DIST_FIRE_1y,DIST_FIRE_3y,DIST_FIRE_5y,D0.5k_DIST_FIRE_5y,D1k_DIST_FIRE_5y,D2k_DIST_FIRE_5y,D5k_DIST_FIRE_5y,D10k_DIST_FIRE_5y,DIST_FIRE_10y,D0.5k_DIST_FIRE_10y,D1k_DIST_FIRE_10y,D2k_DIST_FIRE_10y,D5k_DIST_FIRE_10y,D10k_DIST_FIRE_10y,D0.5k_DIST_FIRE_3y,D1k_DIST_FIRE_3y,D2k_DIST_FIRE_3y,D5k_DIST_FIRE_3y,D10k_DIST_FIRE_3y,D0.5k_DIST_FIRE_1y,D1k_DIST_FIRE_1y,D2k_DIST_FIRE_1y,D5k_DIST_FIRE_1y,D10k_DIST_FIRE_1y,RavenDensity,RTHADensity,SWHADensity,CORA.RTHA,Study_Area,SA_CAT,County
CR25,424139,4837755,NA,NA,163,177,190,NA,NA,1,1,3,NA,NA,114,258,228,NA,NA,19.782,16.427,17.197,2019,0.110732336,10.69784641,0.104429407,0.360503464,0.343478813,0.323811607,0.186417904,0.188704872,0.188063011,0.161898499,0.17977232,0.197418022,0.11685174,0.130742207,0.146939964,0,6.50E-07,2.94E-05,5.750467777,6.398874283,5.751152515,2.749181986,-1.180969357,0.413543105,1452.530029,0,0,0.117498785,0,0,0.108281784,0,0,0,36.68394997,1.37E-32,1.17E-16,1.08E-08,0.000651137,0.025517393,3.702332894,0.000608407,0.024665916,0.157053864,0.476891356,0.690573208,10.81900271,4.01E-10,2.00E-05,0.004473871,0.114887655,0.338950815,0.072730684,0.011343284,0.012684577,0.010613599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.19440681,4.967796164,4.89724927,5.58E-05,0.007467095,0.086412353,0.375517632,0.612794934,4.89724927,5.58E-05,0.007467095,0.086412353,0.375517632,0.612794934,4.84E-05,0.006958466,0.083417423,0.370256514,0.60848707,1.89E-10,1.38E-05,0.00370822,0.10657766,0.32646234,0.404455394,0.318670332,0.107773408,0.128887935,Crowley,Bully,Malheur
CR26,415159,4827240,131,NA,164,172,NA,1,NA,1,1,NA,605,NA,419,310,NA,11.801,NA,11.801,20.845,NA,2019,0.13957612,13.95414066,0.14020896,0.294630852,0.322589607,0.362960739,0.172636814,0.170882072,0.16034296,0.170654736,0.14809536,0.125250416,0.137440796,0.124592466,0.107708788,0.002939889,0.004623341,0.00318372,3.354530811,3.282418489,3.222975492,3.497910023,1.159465432,1.04279685,1525.569946,0.497942597,0.718835831,0.791551948,0,0,0,0,0,0,34.36033689,1.43E-30,1.20E-15,3.46E-08,0.001036332,0.032192116,3.424821107,0.001059835,0.032555104,0.180430331,0.504108266,0.710005821,2.917414267,0.002923925,0.054073326,0.232536719,0.557951715,0.746961655,0.827636252,0.003582089,0.005529175,0.028391376,0.014726368,0.163663566,0.455389708,0.008955223,0.088661939,0.234737426,0.014726368,0.163663566,0.455389708,0.008955223,0.088661939,0.234737426,0.013176283,0.15662095,0.449690551,0.006588141,0.078277498,0.223022386,0,0,0,0,0,0,18.14851876,1.058479221,1.029059234,0.127694004,0.357342979,0.597781715,0.813986216,0.902211847,1.029059234,0.127694004,0.357342979,0.597781715,0.813986216,0.902211847,0.120397267,0.346983094,0.589052709,0.809210786,0.899561441,1.72E-16,1.31E-08,0.000114577,0.026524041,0.16286203,1.328974485,0.43683362,0.030844186,0.580540735,Crowley,Bully,Malheur
CR28,441592,4824061,NA,NA,161,171,NA,NA,NA,1,1,NA,NA,NA,237,446,NA,NA,NA,10.324,13.207,NA,2019,0.115353231,12.4553442,0.130376339,0.289592037,0.301175442,0.324265556,0.204479599,0.202758083,0.194943066,0.200495529,0.178261242,0.158509007,0.154563189,0.142772389,0.13136075,1.19E-05,2.62E-05,1.60E-05,2.636876106,2.116742611,1.997273326,1.874609113,0.447903991,0.277764082,1430.709961,0,0.222338825,0.39010781,0,0.180729046,0.240660906,0,0,0,58.17378904,2.96E-51,5.44E-26,2.33E-13,8.85E-06,0.002975394,7.856943367,1.50E-07,0.000387055,0.019673717,0.207756476,0.455803111,1.712089119,0.03257604,0.180488337,0.424839189,0.710051466,0.842645516,0.274625981,0.006965174,0.009236974,0.010304036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.22391594,4.283464837,4.264004957,0.000197848,0.014065856,0.118599563,0.426219421,0.652854824,4.264004957,0.000197848,0.014065856,0.118599563,0.426219421,0.652854824,0.000190296,0.013794783,0.117451192,0.42456381,0.651585612,1.39E-29,3.72E-15,6.10E-08,0.00130079,0.036066472,0.855330229,0.312207013,0.107896701,0.267040096,Crowley,Bully,Malheur
CR30,427185,4809474,134,NA,164,176,193,1,NA,1,1,3,398,NA,136,488,271,15.85,NA,19.022,12.524,22.227,2019,0.137691546,13.92909622,0.129700165,0.29971344,0.295906467,0.295286674,0.183564186,0.188827171,0.196062355,0.172889557,0.168792687,0.17397789,0.131804972,0.126744938,0.130505028,4.38E-05,1.82E-05,0.000375105,3.914161921,3.488331079,3.432362318,4.295694828,0.138183698,0.465212882,1644.930054,0,0.317504078,0.678124964,0,0.099122524,0.132486463,0,0,0,55.42957354,7.15E-49,8.46E-25,9.20E-13,1.53E-05,0.003914932,4.778249223,7.07E-05,0.008410711,0.091709931,0.384562158,0.620130759,14.78432215,1.44E-13,3.80E-07,0.000616063,0.051981654,0.227994855,0.564381627,0.008358209,0.015026345,0.014593698,0,0,0.008689884,0,0,0.004555003,0,0,0.008689884,0,0,0.004555003,0,0,0,0,0,0,0,0,0,0,0,0,38.13338872,19.33342284,3.298540476,0.001364345,0.036937039,0.19219011,0.517002228,0.71902867,3.298540476,0.001364345,0.036937039,0.19219011,0.517002228,0.71902867,1.61E-17,4.01E-09,6.34E-05,0.020927639,0.144663882,7.55E-34,2.75E-17,5.24E-09,0.000487277,0.022074352,0.865091264,0.17891328,0.050523311,0.154776316,Crowley,Bully,Malheur
CR31,419976,4820536,134,141,163,172,NA,1,3,1,1,NA,527,366,486,110,NA,15.639,7.635,17.126,8.474,NA,2019,0.165361195,16.73889351,0.145860701,0.405552254,0.341788216,0.314326363,0.132606964,0.154269171,0.162391148,0.102226868,0.118477202,0.133670759,0.090668659,0.095408831,0.109595795,0,5.29E-06,4.36E-05,0.55234313,0.707519472,1.157510996,-0.64009732,-0.737846434,-0.351529211,1366.949951,0.735629976,0.518469274,0.466313958,0.748950899,0.446261764,0.270658433,0,0.004813634,0.040796019,42.46417763,1.31E-37,3.61E-19,6.01E-10,0.000204931,0.014315423,0.806350904,0.199348285,0.446484361,0.668194853,0.851062099,0.92253027,3.433304318,0.001042005,0.032280101,0.179666638,0.503253699,0.709403763,0.161696848,0.105074629,0.118519485,0.05185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.49111733,8.443583831,7.585630387,2.58E-07,0.000507695,0.02253208,0.219341352,0.468338929,7.585630387,2.58E-07,0.000507695,0.02253208,0.219341352,0.468338929,4.63E-08,0.000215277,0.014672329,0.184756458,0.429833058,7.22E-23,8.50E-12,2.92E-06,0.006107587,0.078151054,1.803475499,0.721180856,0.185469195,1.300632004,Crowley,Bully,Malheur
CR32,422209,4828386,131,NA,163,177,190,3,NA,1,1,3,561,NA,541,158,511,9.95,NA,17.47,15.333,16.012,2019,0.181948261,15.05971527,0.126822329,0.311291542,0.295966301,0.295171471,0.146579104,0.1609972,0.176992149,0.14988657,0.181041431,0.195071087,0.120123386,0.142933064,0.153635159,0.000133519,8.66E-05,5.99E-05,1.715334892,2.16095829,2.197526693,1.022088051,-0.578763545,-0.498126894,1416.939941,0.790537238,0.652158618,0.639514089,0.227686957,0.312976241,0.328440994,0,0,0,39.22372571,8.53E-35,9.23E-18,3.04E-09,0.000391805,0.019794076,5.190628954,3.10E-05,0.005568503,0.074622405,0.354117751,0.595077937,4.253745493,0.00020195,0.014210907,0.11920951,0.427094876,0.653524962,0.37764407,0.007761194,0.012359331,0.01275843,0,0,0.04068546,0,0,0.022576008,0,0,0.04068546,0,0,0.022576008,0,0,0.035334356,0,0,0.017589446,0,0,0,0,0,0,18.64023859,2.806691949,2.747735719,0.004105321,0.064072776,0.253126008,0.577211145,0.759744131,2.747735719,0.004105321,0.064072776,0.253126008,0.577211145,0.759744131,0.003648702,0.060404483,0.245773236,0.570445075,0.755278144,6.45E-17,8.03E-09,8.96E-05,0.024039722,0.155047484,1.504930496,0.483844906,0.103814654,0.728152954,Crowley,Bully,Malheur
CR34,448777,4826161,NA,150,161,171,188,NA,1,1,1,3,NA,409,457,163,409,NA,13.553,10.769,13.554,21.744,2019,0.11979104,12.89130306,0.132803984,0.37211544,0.351217728,0.340728569,0.2166786,0.208254089,0.202431831,0.114670649,0.129203148,0.137907572,0.099299507,0.112559681,0.120488224,0,4.55E-06,1.33E-05,2.360878944,2.421779156,2.56405735,-1.631844521,-0.320651501,0.097245246,1375.900024,0.747287452,0.752763689,0.656193972,0.349033862,0.453840286,0.350005537,0,0,0,52.50555609,2.48E-46,1.57E-23,3.97E-12,2.75E-05,0.005244604,8.41132354,4.94E-08,0.000222335,0.014910915,0.185952371,0.431221951,0.557029555,0.328223956,0.572908331,0.756907082,0.894575557,0.945820045,0.095636792,0.016119404,0.012619528,0.010281924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.68092614,5.339170363,5.323721674,2.38E-05,0.004874578,0.069818181,0.344816001,0.587210355,5.323721674,2.38E-05,0.004874578,0.069818181,0.344816001,0.587210355,2.30E-05,0.004799851,0.069280958,0.343752254,0.586303892,1.87E-33,4.32E-17,6.57E-09,0.000533429,0.023096074,1.132224917,0.405089468,0.166868865,0.458652389,Crowley,Bully,Malheur
CR36,438288,4840800,133,NA,NA,NA,NA,1,NA,NA,NA,NA,489,NA,NA,NA,NA,17.125,NA,NA,NA,NA,2019,0.261745281,23.05971527,0.193927917,0.426443787,0.461663971,0.460733871,0.101972141,0.098298311,0.111888561,0.023910449,0.025057569,0.051607962,0.022409949,0.023035841,0.041140518,9.95E-06,7.42E-05,5.48E-05,7.024187088,6.654934406,6.137024403,-0.563396573,-0.540522635,-0.823925614,1155.920044,0.920705259,1.031490922,0.669260621,0,0,0,0,0,0,49.54654348,9.21E-44,3.04E-22,1.74E-11,4.97E-05,0.007050517,1.232984404,0.084926525,0.291421559,0.539834751,0.78145565,0.883999802,5.443545183,1.87E-05,0.004324126,0.065758089,0.336650817,0.580216181,0.089339535,0.017114427,0.012879725,0.013488115,1.888358235,1.811812878,1.351487041,1,0.958563745,0.721569955,1.888358235,1.811812878,1.351487041,1,0.958563745,0.721569955,2.015970707,1.942970872,1.39783287,1,0.954166353,0.688230038,0,0,0,0,0,0,21.81333486,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1.13E-19,3.36E-10,1.83E-05,0.012744353,0.112890892,0.995006919,1.722700477,0.088846199,1.714098894,Crowley,Bully,Malheur
CR39,431032,4839523,NA,NA,NA,177,NA,NA,NA,NA,1,NA,NA,NA,NA,280,NA,NA,NA,NA,15.933,NA,2019,0.066634827,6.945358753,0.076918516,0.392013931,0.366447678,0.344975777,0.167375126,0.177640019,0.17760664,0.1974189,0.208777733,0.22076683,0.144161196,0.154201527,0.163096733,1.99E-05,0.000551868,0.000339662,1.645583749,2.946156502,3.916132927,1.310285926,2.262804747,0.62544167,1592.099976,0.483165324,0.4883793,0.545611858,0,0,0,0,0,0,42.74964396,7.38E-38,2.72E-19,5.21E-10,0.000193559,0.013912544,3.4599242,0.00098798,0.031432144,0.177291129,0.500581508,0.70751785,8.67862391,2.90E-08,0.000170185,0.013045501,0.176272395,0.419848062,0.056175867,0.006368159,0.00656996,0.009087894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.59461942,4.563567282,3.64983757,0.000675758,0.025995351,0.161230738,0.481924646,0.694207927,3.64983757,0.000675758,0.025995351,0.161230738,0.481924646,0.694207927,0.000108677,0.010424804,0.102101931,0.401433473,0.633587778,2.85E-14,1.69E-07,0.000410839,0.044204712,0.210249167,0.940461159,0.369722843,0.199976817,0.347709973,Crowley,Bully,Malheur
CR41,451361,4819274,133,NA,155,NA,NA,1,NA,1,NA,NA,397,NA,514,NA,NA,16.124,NA,18.662,NA,NA,2019,0.152754231,13.33428764,0.129326038,0.349403,0.38263382,0.395368042,0.199281597,0.191268463,0.179179649,0.115408955,0.116389771,0.119131231,0.104660692,0.103606978,0.10153698,0,0,5.35E-05,3.261880398,3.394090652,3.852392673,2.158442259,1.538846493,-0.795890868,1298.689941,0,0.001644166,0.170925215,0,0,0,0,0,0,52.40779078,3.01E-46,1.74E-23,4.17E-12,2.80E-05,0.005296129,2.990385706,0.002526876,0.050268044,0.224205362,0.549867939,0.741530808,7.478162838,3.20E-07,0.000565295,0.023775933,0.224106797,0.473399194,0.347195733,0.006368159,0.007155402,0.010790492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.78454704,4.870305462,4.864688889,5.95E-05,0.007714228,0.087830677,0.377971011,0.61479347,4.864688889,5.95E-05,0.007714228,0.087830677,0.377971011,0.61479347,5.88E-05,0.007671022,0.087584369,0.377546669,0.614448264,9.32E-39,9.65E-20,3.11E-10,0.00015737,0.012544729,0.485786051,0.118375652,0.087235376,0.057505241,Crowley,Bully,Malheur
CR49,424659,4817525,134,NA,163,176,NA,1,NA,1,3,NA,344,NA,335,283,NA,14.939,NA,16.493,11.876,NA,2019,0.098417912,9.811943054,0.103800106,0.316441784,0.322593498,0.315566616,0.1963801,0.193366947,0.195351677,0.202113438,0.196595974,0.186734333,0.15665473,0.154505949,0.149475288,0.001170149,0.000407858,0.000812485,2.140133858,2.005521774,2.312080145,0.527990162,0.269491106,0.693374693,1486.719971,0.265052974,0.267787278,0.44824478,0,0,0,0,0,0,47.92936986,2.34E-42,1.53E-21,3.91E-11,6.87E-05,0.00828808,3.982966579,0.000347088,0.018630289,0.136492817,0.450862296,0.671462803,6.809398577,1.22E-06,0.001103356,0.033216807,0.256178781,0.506141068,0.052491271,0.019502487,0.011253497,0.009220564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.70158611,12.82822291,8.484279269,4.27E-08,0.000206692,0.014376798,0.183258812,0.428087388,8.484279269,4.27E-08,0.000206692,0.014376798,0.183258812,0.428087388,7.20E-12,2.68E-06,0.001638275,0.076869617,0.277253705,1.59E-26,1.26E-13,3.55E-07,0.002631195,0.051295174,1.033072352,0.489423543,0.184828654,0.505609931,Crowley,Bully,Malheur
CR50,436207,4824231,NA,NA,161,171,NA,NA,NA,1,1,NA,NA,NA,196,283,NA,NA,NA,9.98,13.264,NA,2019,0.117731342,11.44103336,0.101802988,0.417072639,0.38713913,0.389548264,0.175607967,0.189728088,0.203566608,0.118730345,0.13353282,0.132556772,0.098684578,0.108395891,0.107865562,0,0,0.000001112,1.244032979,1.772307992,2.127774,0.064641759,0.881494284,0.463901103,1356.400024,0.378136486,0.43166852,0.470580101,0,0.150005415,0.221025839,0,0,0,53.33791392,4.69E-47,6.85E-24,2.62E-12,2.33E-05,0.004825739,4.356597808,0.000164402,0.012821936,0.113233989,0.418399081,0.646837755,0.221816566,0.641700797,0.801062293,0.895020834,0.956606347,0.978062547,0.196438109,0.008358209,0.008131139,0.010016584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.31894834,8.719325697,6.879818489,1.06E-06,0.001028331,0.032067596,0.252596052,0.502589347,6.879818489,1.06E-06,0.001028331,0.032067596,0.252596052,0.502589347,2.67E-08,0.000163397,0.012782697,0.174843299,0.418142678,3.42E-26,1.85E-13,4.30E-07,0.002840459,0.053295955,1.008563638,0.61627835,0.161776841,0.621555935,Crowley,Bully,Malheur
CR52,422914,4831437,134,NA,152,177,190,1,NA,1,1,1,483,NA,619,268,439,15.774,NA,14.854,15.333,16.012,2019,0.106288557,12.15266991,0.130566063,0.292405968,0.295945492,0.308279934,0.187273636,0.182047749,0.174651413,0.205500488,0.192496586,0.178338757,0.163498516,0.154909258,0.144198122,3.99E-06,2.47E-05,2.86E-05,2.093250513,1.98913908,2.042865038,-0.096597873,0.651035786,-0.330244333,1456.849976,0.933219612,0.666881025,0.941489398,0,0,0.292200685,0,0,0,38.21921052,6.36E-34,2.52E-17,5.02E-09,0.000478985,0.021885717,7.026842128,7.88E-07,0.000887731,0.02979481,0.245276674,0.495254151,7.176718678,5.84E-07,0.000764171,0.027643647,0.238033529,0.4878868,0.535639272,0.017910447,0.011903987,0.014018795,0,0.035061471,0.163338855,0,0.022441944,0.086987287,0,0.035061471,0.163338855,0,0.022441944,0.086987287,0,0.025491098,0.148558304,0,0.012745549,0.070745267,0,0,0,0,0,0,15.99839688,1.353756936,1.29064531,0.075676272,0.275093205,0.524493284,0.772495526,0.878917246,1.29064531,0.075676272,0.275093205,0.524493284,0.772495526,0.878917246,0.066702432,0.258268139,0.508200884,0.762806116,0.873387724,1.27E-14,1.13E-07,0.000335732,0.040775275,0.201928887,1.43889451,0.291163981,0.06722185,0.418954254,Crowley,Bully,Malheur
CR54,424535,4806501,134,NA,164,176,193,1,NA,1,1,3,513,NA,223,338,391,15.85,NA,19.022,12.524,22.227,2019,0.185972138,19.52215004,0.200702267,0.307086563,0.306892605,0.315481033,0.172551251,0.161639881,0.153554449,0.118199005,0.121626225,0.115753679,0.102907467,0.10182333,0.096274843,5.97E-06,1.50E-05,9.64E-05,3.041222095,3.145167589,3.080275774,-0.666015625,0.025638005,0.063900083,1542.829956,1.157015562,0.660448551,0.705788314,0,0,0.012086866,0,0,0,55.96357924,2.46E-49,4.96E-25,7.04E-13,1.38E-05,0.003711356,1.956233056,0.01999114,0.141390027,0.376018653,0.676213374,0.82232194,17.74184352,3.89E-16,1.97E-08,0.000140413,0.028771536,0.169621745,0.062110693,0.017114427,0.015221492,0.021448314,0.675820887,0.955311239,1.044864535,0.350845784,0.454433084,0.49227196,0.675820887,0.955311239,1.044864535,0.350845784,0.454433084,0.49227196,0,0,0,0,0,0,0,0,0,0,0,0,40.20502485,23.16702745,0.253565774,0.602220544,0.776028701,0.880924912,0.950551293,0.974962201,0.253565774,0.602220544,0.776028701,0.880924912,0.950551293,0.974962201,7.54E-21,8.68E-11,9.32E-06,0.009721596,0.098598153,1.20E-35,3.46E-18,1.86E-09,0.000321985,0.017943946,1.217903376,0.542148769,0.164476633,0.660284816,Crowley,Bully,Malheur
CR56,416149,4811499,134,NA,164,176,193,1,NA,1,1,3,230,NA,249,249,568,15.34,NA,19.609,12.637,21.788,2019,0.197763176,23.21557236,0.226124496,0.346877594,0.351656799,0.350454178,0.137464676,0.121374483,0.124153681,0.111822882,0.088978081,0.093518848,0.09687562,0.081042089,0.083844109,0.000499502,0.000207938,0.000408634,1.56209743,1.573170781,2.023211718,0.570214331,-0.426980048,0.699540913,1433.619995,0.710029542,0.579143643,0.461782426,0.700099468,0.475631684,0.294603467,0,0,0,46.95467826,1.64E-41,4.05E-21,6.37E-11,8.35E-05,0.009136592,4.553657371,0.000110852,0.010528627,0.102609097,0.402229896,0.634215969,12.71635887,9.01E-12,3.00E-06,0.001732518,0.078608788,0.280372589,0.041612794,0.011542289,0.022051649,0.015522388,0.49810946,0.965849221,1.121967912,0.315422893,0.546997964,0.603692651,0.49810946,0.965849221,1.121967912,0.315422893,0.546997964,0.603692651,0,0,0,0,0,0,0,0,0,0,0,0,33.92056633,15.86260988,0,1,1,1,1,1,0,1,1,1,1,1,1.67E-14,1.29E-07,0.000359317,0.041897799,0.204689519,3.44E-30,1.86E-15,4.31E-08,0.001131611,0.033639422,1.587519765,1.119445443,0.218114644,1.777141767,Crowley,Bully,Malheur
CR58,414182,4806061,134,NA,NA,176,193,1,NA,NA,1,3,644,NA,NA,167,492,15.348,NA,NA,12.775,21.715,2019,0.258374138,26.14005089,0.268903923,0.368614922,0.352864761,0.344491539,0.100045767,0.103588762,0.105266552,0.060690546,0.061347818,0.062140408,0.060525374,0.060569181,0.061117744,5.97E-06,5.27E-05,0.000646324,1.482727766,1.741480708,2.425369263,-0.191836089,-1.046246171,-0.06762331,1447.550049,0,0.352302909,0.558864892,0,0.352739096,0.299646258,0,0,0,50.55256094,1.23E-44,1.11E-22,1.05E-11,4.06E-05,0.006375734,7.168911979,5.93E-07,0.00077016,0.027751761,0.238405471,0.488267827,18.27829464,1.33E-16,1.15E-08,0.000107379,0.025844462,0.160762129,0.052361606,0.019900497,0.019514734,0.016296295,2.098507404,2.142392397,2.130702019,1,1,1,2.098507404,2.142392397,2.130702019,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,39.28820351,20.66367728,0,1,1,1,1,1,0,1,1,1,1,1,1.13E-18,1.06E-09,3.26E-05,0.016038945,0.126644956,7.49E-35,8.66E-18,2.94E-09,0.000386785,0.019666859,1.098500609,1.31485033,0.170734644,1.444363888,Crowley,Bully,Malheur
SC01,489720,4729843,133,151,163,170,195,3,1,1,1,3,593,292,106,189,298,17.027,11.468,18.06,17.76,23.962,2019,0.101645775,11.56547165,0.122781868,0.321028862,0.31219801,0.331584091,0.209452744,0.211509781,0.195179215,0.12640995,0.120059843,0.108738976,0.097504482,0.090280361,0.07903151,0,0,4.94E-06,0.873471022,0.966540515,1.209963083,0.057350405,0.740903914,-0.314498097,1464.780029,0.237984374,0.425871581,0.601764441,0.236369088,0.369048834,0.26212284,0,0,0,83.8958405,1.35E-73,3.67E-37,6.06E-19,5.16E-08,0.000227222,1.733420243,0.031215501,0.17667909,0.420332119,0.70702868,0.840849975,28.67837015,1.23E-25,3.51E-13,5.92E-07,0.003228705,0.056821698,0.329642116,0.05114428,0.034020685,0.041282475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.59704233,22.51211965,4.214244611,0.000218551,0.014783485,0.121587355,0.430482364,0.656111548,4.214244611,0.000218551,0.014783485,0.121587355,0.430482364,0.656111548,2.79E-20,1.67E-10,1.29E-05,0.011082102,0.105271562,6.58E-30,2.56E-15,5.06E-08,0.001207252,0.034745534,1.159384012,0.110631756,0.128481582,0.128264689,Soldier Creek,Jordan Valley,Malheur
SC02,481644,4744729,123,147,157,169,193,1,1,1,1,3,635,421,143,287,190,7.963,10.645,18.813,18.856,23.621,2019,0.058851743,6.060495853,0.060466776,0.356535339,0.310953617,0.299229622,0.180993042,0.164880638,0.157647543,0.16357214,0.154705,0.139948263,0.132250748,0.125430946,0.114912987,0,6.55E-06,3.86E-05,2.402939558,2.378423452,1.78544569,4.506812572,0.523995042,0.048138816,1477.670044,0,0.455513805,0.396584123,0,0,0,0,0,0,74.86233828,9.45E-66,3.07E-33,5.54E-17,3.14E-07,0.000560751,1.730809737,0.031378904,0.177140914,0.420881117,0.707397917,0.841069508,19.13654714,2.39E-17,4.89E-09,6.99E-05,0.021768106,0.147540183,0.297921384,0.006965174,0.119755417,0.171055838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.10897989,20.23277973,11.88318486,4.77E-11,6.91E-06,0.002627842,0.092862352,0.304733247,11.88318486,4.77E-11,6.91E-06,0.002627842,0.092862352,0.304733247,2.67E-18,1.63E-09,4.04E-05,0.017482482,0.132221336,4.33E-32,2.08E-16,1.44E-08,0.000730489,0.027027566,1.085041285,0.236203432,0.110512175,0.256290475,Soldier Creek,Jordan Valley,Malheur
SC03,487191,4731180,127,151,163,170,195,1,1,1,1,3,131,209,180,96,279,12.066,11.507,18.179,17.833,23.977,2019,0.106300497,9.075522423,0.108079605,0.37374527,0.369872513,0.356240578,0.20364378,0.204858513,0.191677399,0.09679204,0.108814154,0.108560753,0.067818904,0.076340985,0.080077829,0,0,8.52E-06,0.910933852,0.962334812,1.128090501,1.281318188,-0.139299899,-0.161563724,1452.609985,0.708472669,0.902641177,0.838020325,0.322030813,0.44884786,0.382646441,0,0,0,83.76398135,1.75E-73,4.19E-37,6.47E-19,5.30E-08,0.000230238,2.956783744,0.002702528,0.051985848,0.228004053,0.553575712,0.744026688,28.02019435,4.59E-25,6.78E-13,8.23E-07,0.003682959,0.060687385,0.163783449,0.012736319,0.018083652,0.052117191,0,0.000325246,0.116882257,0,0.000195147,0.073344387,0,0.000325246,0.116882257,0,0.000195147,0.073344387,0,0,0,0,0,0,0,0,0,0,0,0,31.91184856,20.6565031,2.057853898,0.016314389,0.127727793,0.357390253,0.66260862,0.814007752,2.057853898,0.016314389,0.127727793,0.357390253,0.66260862,0.814007752,1.14E-18,1.07E-09,3.27E-05,0.016061975,0.126735846,1.91E-28,1.38E-14,1.18E-07,0.001691111,0.041123117,1.49510169,0.140637055,0.172862515,0.210266699,Soldier Creek,Jordan Valley,Malheur
